1.000000119209289551e+00,1.000000119209289551e+00,1.000000119209289551e+00,1.000000119209289551e+00,1.000000119209289551e+00
1.000000119209289551e+00,1.000000119209289551e+00,1.000000119209289551e+00,1.000000119209289551e+00,1.000000119209289551e+00
1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00
1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00
1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00
1.000000476837158203e+00,1.000000476837158203e+00,1.000000476837158203e+00,1.000000476837158203e+00,1.000000476837158203e+00
1.000000596046447754e+00,1.000000596046447754e+00,1.000000596046447754e+00,1.000000596046447754e+00,1.000000596046447754e+00
1.000000596046447754e+00,1.000000596046447754e+00,1.000000596046447754e+00,1.000000596046447754e+00,1.000000596046447754e+00
1.000000596046447754e+00,1.000000596046447754e+00,1.000000596046447754e+00,1.000000596046447754e+00,1.000000596046447754e+00
1.000000715255737305e+00,1.000000715255737305e+00,1.000000715255737305e+00,1.000000715255737305e+00,1.000000715255737305e+00
1.000000715255737305e+00,1.000000715255737305e+00,1.000000715255737305e+00,1.000000715255737305e+00,1.000000715255737305e+00
1.000000834465026855e+00,1.000000834465026855e+00,1.000000834465026855e+00,1.000000834465026855e+00,1.000000834465026855e+00
1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00
1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00
1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00
1.000001072883605957e+00,1.000001072883605957e+00,1.000001072883605957e+00,1.000001072883605957e+00,1.000001072883605957e+00
1.000001072883605957e+00,1.000001072883605957e+00,1.000001072883605957e+00,1.000001072883605957e+00,1.000001072883605957e+00
1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00
1.000001430511474609e+00,1.000001430511474609e+00,1.000001430511474609e+00,1.000001430511474609e+00,1.000001430511474609e+00
1.000002145767211914e+00,1.000002145767211914e+00,1.000002145767211914e+00,1.000002145767211914e+00,1.000002145767211914e+00
1.000002264976501465e+00,1.000002264976501465e+00,1.000002264976501465e+00,1.000002264976501465e+00,1.000002264976501465e+00
1.000002264976501465e+00,1.000002264976501465e+00,1.000002264976501465e+00,1.000002264976501465e+00,1.000002264976501465e+00
1.000002384185791016e+00,1.000002384185791016e+00,1.000002384185791016e+00,1.000002384185791016e+00,1.000002384185791016e+00
1.000003576278686523e+00,1.000003576278686523e+00,1.000003576278686523e+00,1.000003576278686523e+00,1.000003576278686523e+00
1.000003576278686523e+00,1.000003576278686523e+00,1.000003576278686523e+00,1.000003576278686523e+00,1.000003576278686523e+00
1.000003457069396973e+00,1.000003457069396973e+00,1.000003457069396973e+00,1.000003457069396973e+00,1.000003457069396973e+00
1.000004529953002930e+00,1.000004529953002930e+00,1.000004529953002930e+00,1.000004529953002930e+00,1.000004529953002930e+00
1.000004410743713379e+00,1.000004410743713379e+00,1.000004410743713379e+00,1.000004410743713379e+00,1.000004410743713379e+00
1.000003576278686523e+00,1.000003576278686523e+00,1.000003576278686523e+00,1.000003576278686523e+00,1.000003576278686523e+00
1.000003337860107422e+00,1.000003337860107422e+00,1.000003337860107422e+00,1.000003337860107422e+00,1.000003337860107422e+00
1.000001668930053711e+00,1.000001668930053711e+00,1.000001668930053711e+00,1.000001668930053711e+00,1.000001668930053711e+00
1.000001072883605957e+00,1.000001072883605957e+00,1.000001072883605957e+00,1.000001072883605957e+00,1.000001072883605957e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.999988079071044922e-01,9.999988079071044922e-01,9.999988079071044922e-01,9.999988079071044922e-01,9.999988079071044922e-01
9.999975562095642090e-01,9.999975562095642090e-01,9.999975562095642090e-01,9.999975562095642090e-01,9.999975562095642090e-01
9.999970793724060059e-01,9.999970793724060059e-01,9.999970793724060059e-01,9.999970793724060059e-01,9.999970793724060059e-01
9.999964833259582520e-01,9.999964833259582520e-01,9.999964833259582520e-01,9.999964833259582520e-01,9.999964833259582520e-01
9.999955892562866211e-01,9.999955892562866211e-01,9.999955892562866211e-01,9.999955892562866211e-01,9.999955892562866211e-01
9.999950528144836426e-01,9.999950528144836426e-01,9.999950528144836426e-01,9.999950528144836426e-01,9.999950528144836426e-01
9.999945163726806641e-01,9.999945163726806641e-01,9.999945163726806641e-01,9.999945163726806641e-01,9.999945163726806641e-01
9.999938011169433594e-01,9.999938011169433594e-01,9.999938011169433594e-01,9.999938011169433594e-01,9.999938011169433594e-01
9.999935030937194824e-01,9.999935030937194824e-01,9.999935030937194824e-01,9.999935030937194824e-01,9.999935030937194824e-01
9.999926686286926270e-01,9.999926686286926270e-01,9.999926686286926270e-01,9.999926686286926270e-01,9.999926686286926270e-01
9.999923706054687500e-01,9.999923706054687500e-01,9.999923706054687500e-01,9.999923706054687500e-01,9.999923706054687500e-01
9.999917149543762207e-01,9.999917149543762207e-01,9.999917149543762207e-01,9.999917149543762207e-01,9.999917149543762207e-01
9.999910593032836914e-01,9.999910593032836914e-01,9.999910593032836914e-01,9.999910593032836914e-01,9.999910593032836914e-01
9.999904632568359375e-01,9.999904632568359375e-01,9.999904632568359375e-01,9.999904632568359375e-01,9.999904632568359375e-01
9.999898076057434082e-01,9.999898076057434082e-01,9.999898076057434082e-01,9.999898076057434082e-01,9.999898076057434082e-01
9.999892711639404297e-01,9.999892711639404297e-01,9.999892711639404297e-01,9.999892711639404297e-01,9.999892711639404297e-01
9.999884366989135742e-01,9.999884366989135742e-01,9.999884366989135742e-01,9.999884366989135742e-01,9.999884366989135742e-01
9.999886155128479004e-01,9.999886155128479004e-01,9.999886155128479004e-01,9.999886155128479004e-01,9.999886155128479004e-01
9.999886155128479004e-01,9.999886155128479004e-01,9.999886155128479004e-01,9.999886155128479004e-01,9.999886155128479004e-01
9.999892711639404297e-01,9.999892711639404297e-01,9.999892711639404297e-01,9.999892711639404297e-01,9.999892711639404297e-01
9.999888539314270020e-01,9.999888539314270020e-01,9.999888539314270020e-01,9.999888539314270020e-01,9.999888539314270020e-01
9.999886751174926758e-01,9.999886751174926758e-01,9.999886751174926758e-01,9.999886751174926758e-01,9.999886751174926758e-01
9.999886751174926758e-01,9.999886751174926758e-01,9.999886751174926758e-01,9.999886751174926758e-01,9.999886751174926758e-01
9.999883770942687988e-01,9.999883770942687988e-01,9.999883770942687988e-01,9.999883770942687988e-01,9.999883770942687988e-01
9.999893903732299805e-01,9.999893903732299805e-01,9.999893903732299805e-01,9.999893903732299805e-01,9.999893903732299805e-01
9.999899268150329590e-01,9.999899268150329590e-01,9.999899268150329590e-01,9.999899268150329590e-01,9.999899268150329590e-01
9.999904036521911621e-01,9.999904036521911621e-01,9.999904036521911621e-01,9.999904036521911621e-01,9.999904036521911621e-01
9.999908804893493652e-01,9.999908804893493652e-01,9.999908804893493652e-01,9.999908804893493652e-01,9.999908804893493652e-01
9.999914765357971191e-01,9.999914765357971191e-01,9.999914765357971191e-01,9.999914765357971191e-01,9.999914765357971191e-01
9.999920725822448730e-01,9.999920725822448730e-01,9.999920725822448730e-01,9.999920725822448730e-01,9.999920725822448730e-01
9.999922513961791992e-01,9.999922513961791992e-01,9.999922513961791992e-01,9.999922513961791992e-01,9.999922513961791992e-01
9.999923706054687500e-01,9.999923706054687500e-01,9.999923706054687500e-01,9.999923706054687500e-01,9.999923706054687500e-01
9.999936819076538086e-01,9.999936819076538086e-01,9.999936819076538086e-01,9.999936819076538086e-01,9.999936819076538086e-01
9.999945759773254395e-01,9.999945759773254395e-01,9.999945759773254395e-01,9.999945759773254395e-01,9.999945759773254395e-01
9.999956488609313965e-01,9.999956488609313965e-01,9.999956488609313965e-01,9.999956488609313965e-01,9.999956488609313965e-01
9.999966025352478027e-01,9.999966025352478027e-01,9.999966025352478027e-01,9.999966025352478027e-01,9.999966025352478027e-01
9.999974370002746582e-01,9.999974370002746582e-01,9.999974370002746582e-01,9.999974370002746582e-01,9.999974370002746582e-01
9.999982714653015137e-01,9.999982714653015137e-01,9.999982714653015137e-01,9.999982714653015137e-01,9.999982714653015137e-01
9.999995231628417969e-01,9.999995231628417969e-01,9.999995231628417969e-01,9.999995231628417969e-01,9.999995231628417969e-01
1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00
1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00
1.000001311302185059e+00,1.000001311302185059e+00,1.000001311302185059e+00,1.000001311302185059e+00,1.000001311302185059e+00
1.000001311302185059e+00,1.000001311302185059e+00,1.000001311302185059e+00,1.000001311302185059e+00,1.000001311302185059e+00
1.000000715255737305e+00,1.000000715255737305e+00,1.000000715255737305e+00,1.000000715255737305e+00,1.000000715255737305e+00
1.000000596046447754e+00,1.000000596046447754e+00,1.000000596046447754e+00,1.000000596046447754e+00,1.000000596046447754e+00
1.000000715255737305e+00,1.000000715255737305e+00,1.000000715255737305e+00,1.000000715255737305e+00,1.000000715255737305e+00
1.000000596046447754e+00,1.000000596046447754e+00,1.000000596046447754e+00,1.000000596046447754e+00,1.000000596046447754e+00
1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00
9.999997615814208984e-01,9.999997615814208984e-01,9.999997615814208984e-01,9.999997615814208984e-01,9.999997615814208984e-01
9.999990463256835938e-01,9.999990463256835938e-01,9.999990463256835938e-01,9.999990463256835938e-01,9.999990463256835938e-01
9.999982118606567383e-01,9.999982118606567383e-01,9.999982118606567383e-01,9.999982118606567383e-01,9.999982118606567383e-01
9.999979138374328613e-01,9.999979138374328613e-01,9.999979138374328613e-01,9.999979138374328613e-01,9.999979138374328613e-01
9.999960064888000488e-01,9.999960064888000488e-01,9.999960064888000488e-01,9.999960064888000488e-01,9.999960064888000488e-01
9.999945163726806641e-01,9.999945163726806641e-01,9.999945163726806641e-01,9.999945163726806641e-01,9.999945163726806641e-01
9.999936223030090332e-01,9.999936223030090332e-01,9.999936223030090332e-01,9.999936223030090332e-01,9.999936223030090332e-01
9.999921321868896484e-01,9.999921321868896484e-01,9.999921321868896484e-01,9.999921321868896484e-01,9.999921321868896484e-01
9.999911785125732422e-01,9.999911785125732422e-01,9.999911785125732422e-01,9.999911785125732422e-01,9.999911785125732422e-01
9.999902844429016113e-01,9.999902844429016113e-01,9.999902844429016113e-01,9.999902844429016113e-01,9.999902844429016113e-01
9.999880790710449219e-01,9.999880790710449219e-01,9.999880790710449219e-01,9.999880790710449219e-01,9.999880790710449219e-01
9.999858736991882324e-01,9.999858736991882324e-01,9.999858736991882324e-01,9.999858736991882324e-01,9.999858736991882324e-01
9.999839067459106445e-01,9.999839067459106445e-01,9.999839067459106445e-01,9.999839067459106445e-01,9.999839067459106445e-01
9.999821186065673828e-01,9.999821186065673828e-01,9.999821186065673828e-01,9.999821186065673828e-01,9.999821186065673828e-01
9.999798536300659180e-01,9.999798536300659180e-01,9.999798536300659180e-01,9.999798536300659180e-01,9.999798536300659180e-01
9.999786615371704102e-01,9.999786615371704102e-01,9.999786615371704102e-01,9.999786615371704102e-01,9.999786615371704102e-01
9.999774694442749023e-01,9.999774694442749023e-01,9.999774694442749023e-01,9.999774694442749023e-01,9.999774694442749023e-01
9.999762177467346191e-01,9.999762177467346191e-01,9.999762177467346191e-01,9.999762177467346191e-01,9.999762177467346191e-01
9.999744296073913574e-01,9.999744296073913574e-01,9.999744296073913574e-01,9.999744296073913574e-01,9.999744296073913574e-01
9.999738931655883789e-01,9.999738931655883789e-01,9.999738931655883789e-01,9.999738931655883789e-01,9.999738931655883789e-01
9.999727606773376465e-01,9.999727606773376465e-01,9.999727606773376465e-01,9.999727606773376465e-01,9.999727606773376465e-01
9.999715685844421387e-01,9.999715685844421387e-01,9.999715685844421387e-01,9.999715685844421387e-01,9.999715685844421387e-01
9.999716281890869141e-01,9.999716281890869141e-01,9.999716281890869141e-01,9.999716281890869141e-01,9.999716281890869141e-01
9.999706745147705078e-01,9.999706745147705078e-01,9.999706745147705078e-01,9.999706745147705078e-01,9.999706745147705078e-01
9.999714493751525879e-01,9.999714493751525879e-01,9.999714493751525879e-01,9.999714493751525879e-01,9.999714493751525879e-01
9.999711513519287109e-01,9.999711513519287109e-01,9.999711513519287109e-01,9.999711513519287109e-01,9.999711513519287109e-01
9.999716877937316895e-01,9.999716877937316895e-01,9.999716877937316895e-01,9.999716877937316895e-01,9.999716877937316895e-01
9.999724030494689941e-01,9.999724030494689941e-01,9.999724030494689941e-01,9.999724030494689941e-01,9.999724030494689941e-01
9.999732971191406250e-01,9.999732971191406250e-01,9.999732971191406250e-01,9.999732971191406250e-01,9.999732971191406250e-01
9.999742507934570312e-01,9.999742507934570312e-01,9.999742507934570312e-01,9.999742507934570312e-01,9.999742507934570312e-01
9.999758005142211914e-01,9.999758005142211914e-01,9.999758005142211914e-01,9.999758005142211914e-01,9.999758005142211914e-01
9.999768733978271484e-01,9.999768733978271484e-01,9.999768733978271484e-01,9.999768733978271484e-01,9.999768733978271484e-01
9.999793767929077148e-01,9.999793767929077148e-01,9.999793767929077148e-01,9.999793767929077148e-01,9.999793767929077148e-01
9.999812245368957520e-01,9.999812245368957520e-01,9.999812245368957520e-01,9.999812245368957520e-01,9.999812245368957520e-01
9.999827742576599121e-01,9.999827742576599121e-01,9.999827742576599121e-01,9.999827742576599121e-01,9.999827742576599121e-01
9.999851584434509277e-01,9.999851584434509277e-01,9.999851584434509277e-01,9.999851584434509277e-01,9.999851584434509277e-01
9.999876022338867188e-01,9.999876022338867188e-01,9.999876022338867188e-01,9.999876022338867188e-01,9.999876022338867188e-01
9.999900460243225098e-01,9.999900460243225098e-01,9.999900460243225098e-01,9.999900460243225098e-01,9.999900460243225098e-01
9.999924302101135254e-01,9.999924302101135254e-01,9.999924302101135254e-01,9.999924302101135254e-01,9.999924302101135254e-01
9.999952912330627441e-01,9.999952912330627441e-01,9.999952912330627441e-01,9.999952912330627441e-01,9.999952912330627441e-01
9.999970197677612305e-01,9.999970197677612305e-01,9.999970197677612305e-01,9.999970197677612305e-01,9.999970197677612305e-01
9.999984502792358398e-01,9.999984502792358398e-01,9.999984502792358398e-01,9.999984502792358398e-01,9.999984502792358398e-01
1.000000476837158203e+00,1.000000476837158203e+00,1.000000476837158203e+00,1.000000476837158203e+00,1.000000476837158203e+00
1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00,1.000000953674316406e+00
1.000002741813659668e+00,1.000002741813659668e+00,1.000002741813659668e+00,1.000002741813659668e+00,1.000002741813659668e+00
1.000002861022949219e+00,1.000002861022949219e+00,1.000002861022949219e+00,1.000002861022949219e+00,1.000002861022949219e+00
1.000003099441528320e+00,1.000003099441528320e+00,1.000003099441528320e+00,1.000003099441528320e+00,1.000003099441528320e+00
1.000003218650817871e+00,1.000003218650817871e+00,1.000003218650817871e+00,1.000003218650817871e+00,1.000003218650817871e+00
1.000002503395080566e+00,1.000002503395080566e+00,1.000002503395080566e+00,1.000002503395080566e+00,1.000002503395080566e+00
1.000002026557922363e+00,1.000002026557922363e+00,1.000002026557922363e+00,1.000002026557922363e+00,1.000002026557922363e+00
1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00,1.000000238418579102e+00
9.999979734420776367e-01,9.999979734420776367e-01,9.999979734420776367e-01,9.999979734420776367e-01,9.999979734420776367e-01
9.999940991401672363e-01,9.999940991401672363e-01,9.999940991401672363e-01,9.999940991401672363e-01,9.999940991401672363e-01
9.999912381172180176e-01,9.999912381172180176e-01,9.999912381172180176e-01,9.999912381172180176e-01,9.999912381172180176e-01
9.999870657920837402e-01,9.999870657920837402e-01,9.999870657920837402e-01,9.999870657920837402e-01,9.999870657920837402e-01
9.999824762344360352e-01,9.999824762344360352e-01,9.999824762344360352e-01,9.999824762344360352e-01,9.999824762344360352e-01
9.999771118164062500e-01,9.999771118164062500e-01,9.999771118164062500e-01,9.999771118164062500e-01,9.999771118164062500e-01
9.999719262123107910e-01,9.999719262123107910e-01,9.999719262123107910e-01,9.999719262123107910e-01,9.999719262123107910e-01
9.999658465385437012e-01,9.999658465385437012e-01,9.999658465385437012e-01,9.999658465385437012e-01,9.999658465385437012e-01
9.999604821205139160e-01,9.999604821205139160e-01,9.999604821205139160e-01,9.999604821205139160e-01,9.999604821205139160e-01
9.999539256095886230e-01,9.999539256095886230e-01,9.999539256095886230e-01,9.999539256095886230e-01,9.999539256095886230e-01
9.999465346336364746e-01,9.999465346336364746e-01,9.999465346336364746e-01,9.999465346336364746e-01,9.999465346336364746e-01
9.999397397041320801e-01,9.999397397041320801e-01,9.999397397041320801e-01,9.999397397041320801e-01,9.999397397041320801e-01
9.999317526817321777e-01,9.999317526817321777e-01,9.999317526817321777e-01,9.999317526817321777e-01,9.999317526817321777e-01
9.999244213104248047e-01,9.999244213104248047e-01,9.999244213104248047e-01,9.999244213104248047e-01,9.999244213104248047e-01
9.999170303344726562e-01,9.999170303344726562e-01,9.999170303344726562e-01,9.999170303344726562e-01,9.999170303344726562e-01
9.999099969863891602e-01,9.999099969863891602e-01,9.999099969863891602e-01,9.999099969863891602e-01,9.999099969863891602e-01
